tags,visible,lon,lat,version,timestamp,id,changeset,depot,industrial,landuse,military,residential,osm_type,basin,construction,farmyard,grass,port,railway
"{""visible"":false}",,,,2,1732264058,400959234,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,6,1732270655,400960921,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,3,1732276200,400960922,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1732276200,400960923,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1732276200,400960924,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,5,1732349456,400960925,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1732349456,400960926,,,,residential,,urban,way,,,,,,
"{""visible"":false,""name"":""Shukan Sky""}",,,,3,1732100236,401444176,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1731403489,401444306,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,4,1732613634,401446721,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1732613634,401447924,,,,residential,,urban,way,,,,,,
"{""visible"":false,""name"":""Shree Rang Upvan""}",,,,3,1732098656,401450635,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,3,1732261239,403531413,,,,residential,,urban,way,,,,,,
